作物,年份,1月價格,2月價格,3月價格,4月價格,5月價格,6月價格,7月價格,8月價格,9月價格,10月價格,11月價格,12月價格,
滿天星(元/ 把),2007年,37.33,38.33,54,60,31.67,43.33,46.67,71.67,71.33,59,80,60,
卡斯比亞(元/把),2007年,2.83,3.31,2.29,2.24,3.20,2.37,2.89,3.19,2.98,3.78,4.08,3.91,
香石竹(康乃馨)大輪(元/支),2007年,-,-,-,-,-,-,-,-,-,-,-,-,
香石竹(康乃馨)中康(元/支),2007年,11.17,13,6.22,5.42,7.05,7.43,5.55,6.37,6.80,10.52,10.82,9.47,
天堂鳥(元/支),2007年,3.17,4,3,3.33,3,3.67,2.83,3.50,4.17,5.67,5,4.33,
夜來香(元/支),2007年,4.94,5.40,4.93,4.22,4.97,5.13,4.89,5.90,5.40,6.77,6.63,4.89,
唐菖蒲(劍蘭)(元/支),2007年,-,-,-,-,-,21.67,20,24.67,27,30,28.67,23.33,
葵百合(紅)(元/支),2007年,-,-,-,-,-,-,-,-,-,-,-,-,
姬百合(橙)(元/支),2007年,23.09,25.06,31.50,26.17,27.17,31.25,29.11,31.89,32.78,32.55,30.15,29.07,
香水百合(白)(元/支),2007年,-,-,-,-,-,-,-,-,-,-,-,-,
香水百合(黃)(元/支),2007年,-,-,-,-,-,-,-,-,-,-,-,-,
聖誕紅(元/盆),2006年,5.83,4.96,4.08,5.92,8.08,6.42,11.33,10,8.17,7,6.97,7.97,
蘿蔔(元/公斤),2006年,11.65,7.12,6.17,7.50,9.42,11.17,14.33,15.67,14.17,12.67,10.67,8.17,
胡蘿蔔(元/公斤),2006年,-,-,12.47,12.47,-,-,-,-,-,-,-,-,
牛蒡(元/公斤),2006年,15,15,-,-,54.11,41.67,35.84,35.84,35.19,35.84,23.83,21.17,
生薑(嫩薑)(元/公斤),2006年,-,-,-,-,-,-,-,-,-,-,-,-,
生薑(老薑粉薑)(元/公斤),2006年,33.33,35.42,34.67,30.33,21,22.33,25,26.33,30.94,28.55,30,30.11,
芋頭(元/公斤),2006年,-,-,-,90.50,74.94,80.05,84.53,73.87,60.13,54.17,-,-,
綠竹筍(元/公斤),2006年,-,-,-,27.33,21.67,22.67,22,23.67,21.33,18,-,-,
烏殼;綠竹筍(元/公斤),2006年,80,65.67,56,46.67,40.39,35.08,27.20,31.53,25.70,22.27,35.17,50,
麻竹筍(元/公斤),2006年,-,-,50,36.67,37.33,30,-,-,-,-,-,-,
桂竹筍(生筍)(元/公斤 ),2006年,-,-,-,-,-,-,-,-,-,-,-,-,
轎篙筍(元/公斤),2006年,-,-,-,53.33,63.33,62.50,70,73.83,73.50,72.33,68.33,-,
白蘆筍(元/公斤),2006年,-,56.67,52.97,55.13,61.39,62.89,67.94,69.94,68.20,64.67,67.22,75,
綠蘆筍(元/公斤),2006年,-,-,52.67,37,36.67,47.67,55,53.33,20.67,20,34.33,-,
茭白筍(帶殼)(元/公斤),2006年,10.22,8.33,7.50,11.83,16.33,13.33,24,11,11,7.67,11.22,11.55,
大芥菜(鮮食)(元/公斤),2006年,13.77,11.35,11.28,11.83,12.58,15.67,16.50,18.67,18.33,18.67,17.67,20.33,
馬鈴薯(食用)(元/公斤),2006年,56.99,51.97,38.37,23.11,18.76,57.74,114.54,144.49,86.77,51.18,24.12,20.48,
青蔥(元/公斤),2006年,11.67,8.37,7.70,8.85,11.40,13.28,14.73,17.02,-,-,15,12.90,
洋蔥(內銷)(元/公斤),2006年,55.60,31.02,26.01,38.45,88.23,-,-,-,-,-,-,47,
青蒜(元/公斤),2006年,-,-,44.52,43.44,45.97,46.19,47.24,52.37,59.56,-,-,-,
蒜頭(蒜球)(元/公斤),2006年,25.33,16.33,16.56,16.44,14.44,20.94,26,20.67,25.11,24,22.83,20.89,
韭菜(元/公斤),2006年,91.67,-,-,-,-,-,-,-,-,-,-,-,
韭黃(元/公斤),2006年,26.33,22.67,21.33,20.92,19.33,28.47,26.91,14.20,19.07,13.53,22.42,30.58,
蕹菜(空心菜)(元/公斤),2006年,14.93,15.60,16.43,23.15,26.33,38.33,54.67,40,34.50,23.55,23.13,27,
芹菜(土芹菜)(元/公斤),2006年,11.56,4.82,3.86,5.20,12.38,16.91,21.08,15.80,15.56,9.75,7.02,9.89,
甘藍(元/公斤),2006年,21.67,15.83,12.50,27.50,35.17,40,50,40,41.50,22.67,31.17,38.77,
甘藍芽(元/公斤),2006年,14.93,11.47,11.73,16.60,19.33,31.40,29.47,16,21.73,9.93,19.87,22.87,
小白菜(元/公斤),2006年,10.53,8.87,8.13,15.88,17.67,27.50,30.50,14.83,16.92,8.71,18.10,19,
青江白菜(元/公斤),2006年,8.22,5.07,4.74,6.89,11,15.39,17.83,12.89,11.37,7.55,7.61,12.44,
結球白菜(元/ 公斤),2006年,13.40,10.13,10.53,20.11,-,-,60,57,43.67,23.42,20.98,26,
菠菜(元/公斤),2006年,9.67,8.67,7.67,13.33,17.67,20,38.67,18.33,17.67,6.33,16.67,25.33,
芥藍(元/公斤),2006年,38.33,-,31,26.17,22.11,32.33,28.56,13.89,19.56,9.55,22.33,33,
莧菜(元/公斤),2006年,15.89,10.56,10.44,17.17,20.56,21.67,32.11,19.22,22.22,11.11,23.67,24.22,
本島萵苣(元/公斤),2006年,11.42,7.25,7.48,9.78,15,18.44,27,21.33,18.67,9.56,12.29,21.25,
萵苣(油麥菜)(元/公斤),2006年,14.28,12.33,16.17,-,-,-,-,-,-,22.33,19.11,27,
茼萵(元/公斤),2006年,11.17,17.21,13.65,17.54,27.19,36.41,45.45,37.44,34.83,20.37,24.21,26.01,
花椰菜(白)(元/公斤),2006年,12.12,10.50,11.92,19.07,25.13,22.33,31.67,45,46.67,39.28,23.75,24.91,
青花苔(元/公斤),2006年,346.67,346.67,323,310,310,310,310,321,328.89,350,355.78,361.67,
金針菜  (乾)(元/公斤),2006年,12.99,10.64,9.36,18.30,17.71,17.34,19.06,12.30,12.30,12.73,18.31,19.05,
胡瓜(黑刺)(元/公斤),2006年,21.77,16.71,19.15,32.25,26.95,36.54,42.87,25.25,20.88,17.61,27.67,29.80,
花胡瓜(元/公斤),2006年,8.67,6.17,5.08,5.78,7,8.14,14.78,14.92,5.67,3,5,7,
冬瓜(元/公斤),2006年,36,41,29.76,31.51,28.44,36.81,37.76,28.94,24.49,20.28,28.41,30.31,
苦瓜(元/公斤),2006年,29.42,-,-,-,-,-,-,-,-,-,-,-,
絲瓜(菱角)(元/公斤),2006年,16.33,14.96,16.78,17.27,15.67,27.31,24.23,15.19,12.25,9.81,18.67,20.19,
絲瓜(元/公斤),2006年,8.03,8.33,9.29,10.32,10.20,19.90,16.67,12.53,7.20,5.30,10.27,14,
扁蒲(元/公斤),2006年,13.62,8.96,9.70,15.67,16.14,28.50,29.22,27.05,21.89,13.47,17.78,20.73,
茄子(元/公斤),2006年,14.98,10.53,9.07,8.23,10.98,32.83,49.28,46.46,38.63,32.67,21.59,21.75,
番茄(黑柿)(元/公斤),2006年,-,-,-,-,-,-,-,-,-,-,-,-,
小蕃茄(聖女)(元/公斤),2006年,16.62,10.07,9.56,14.77,24.52,37.67,46.25,34.83,26.50,33.85,18.13,19.87,
甜椒(青椒)(元/公斤),2006年,-,-,18,14.19,14.36,12.43,21.70,13.67,-,12.33,13.17,10.67,
西瓜(大粒)(元/公斤),2006年,-,-,16.22,13.35,12.11,12.08,19.39,14.43,12.78,15,13.61,12.50,
西瓜(小粒)(元/公斤),2006年,-,-,-,-,13.68,11.67,15,-,-,-,-,-,
西瓜(無子)(元/公斤),2006年,27.11,27.44,25.67,22.36,30.78,24.17,24.33,28.17,27,27.11,24.45,22.75,
洋香瓜(元/ 公斤),2006年,-,-,37.50,27.17,24.03,27.30,30.50,31.64,33.22,23,18,-,
香瓜(美濃瓜)(元/公斤),2006年,40.27,46.78,33,52.19,46.92,64.22,85.72,57.28,50.17,38.67,53.05,51,
敏豆(四季豆)(元/公斤),2006年,32.67,32.89,32.56,35.94,25.80,30,31.78,26.78,19.33,15.67,38.17,40.67,
豇豆(元/公斤),2006年,45.33,22.93,30.50,49.06,46,-,-,-,-,-,76.44,78.27,
豌豆(元/公斤),2006年,38.33,19.33,22.17,45,43.33,-,-,-,-,-,61.33,58.83,
甜豌豆(元/公斤),2006年,13.47,14.03,14.20,14.20,13.76,13.90,14.70,14.20,14.09,14.09,14.03,14.03,
毛豆(帶莢)(元/公斤),2006年,33.33,16.11,17.14,14.33,11.78,48,44.56,52.17,55,56.67,37.44,34,
辣椒(元/公斤),2006年,13.07,9.64,9.81,8.07,10.96,13.25,14.47,19.43,13.93,11.15,11.53,10.63,
甜玉米(鮮食)(元/公斤),2006年,100,81,-,-,-,-,-,35.67,36,35,60,74.98,
蓮藕(元/公斤),2006年,114.17,104,81,66.83,-,-,-,-,-,-,130,114.44,
草莓(元/公斤),2006年,81.67,66.44,73.39,104,113.33,124.33,105.33,93.33,98.33,108.33,104.17,80.56,
洋菇(元/公斤),2006年,601.67,600,594.17,577.08,570,573.33,575.83,581.67,580,580,586.67,602.92,
香菇(太空包)乾(元/公斤),2006年,53.22,52.11,51,49.22,49.22,50.33,49.89,49.89,51.22,52.44,51.22,53.11,
香菇(太空包)鮮(元/公斤),2006年,26.67,27.67,27.33,34.33,34.43,33.33,32.70,34.33,27.75,26.17,27.33,27.17,
木耳(黑色溼)(元/公斤),2006年,54,52.33,54.33,54.33,52.67,47,47,48.33,48.67,52.67,55.17,54.33,
鮑魚菇(元/公斤),2006年,-,-,-,-,-,-,-,-,-,-,-,-,
杏鮑菇(元/公斤),2006年,15.48,13.87,14.07,14.33,-,-,-,-,26.22,17.93,15.92,14.43,
葡萄柚(元/公斤),2006年,-,-,30.67,51.11,48.25,30.08,27.75,-,-,-,-,-,
芒果(在來)(元/公斤),2006年,-,-,-,108.33,70.33,38.44,38.53,55.83,-,-,-,-,
芒果(愛文)(元/公斤),2006年,-,-,-,-,33.33,25.08,25.22,28.98,-,-,-,-,
芒果(金煌)(元/公斤),2006年,9.67,-,-,-,-,-,-,-,-,-,-,-,
番石榴(泰國)(元/公斤),2006年,4,-,-,-,-,-,-,-,-,-,-,-,
番石榴(世紀)(元/公斤),2006年,17.05,11.94,12.29,9.21,17.31,21.79,13.90,15.29,31.11,28.52,28.17,20.33,
番石榴(珍珠)(元/公斤),2006年,67.09,63.11,55.37,45.36,39.95,31.06,-,-,-,-,71.37,64.54,
蓮霧(元/公斤),2006年,-,103.75,118.33,117.22,-,-,-,-,-,-,-,-,
枇杷(元/公斤),2006年,-,-,-,-,57.67,34.37,26.31,-,-,-,-,-,
荔枝(黑葉)(元/公斤),2006年,-,-,-,-,146.92,124.33,-,-,-,-,-,-,
荔枝(玉荷)(元/公斤),2006年,-,-,-,-,-,60,36.39,35.29,40,60,-,-,
龍眼(大粒)(元/公斤),2006年,79.07,45.45,50.67,-,-,-,-,-,-,-,57,52.15,
棗子(元/公斤),2006年,52,49.67,43.33,-,-,-,35,41.17,44.39,46.67,46,42.50,
番荔枝(元/公斤),2006年,30.05,19.33,19.63,26.50,-,22.67,22,25.17,27.67,26.15,25.83,21.87,
楊桃(馬來種)(元/公斤),2006年,-,-,-,-,-,81.33,47.42,35.50,40.50,55.33,77.67,72.33,
酪梨(元/公斤),2006年,6.04,6.27,5.90,4,4.17,3.81,4,4.44,5.42,5.33,5.75,5.58,
椰子(元/公斤),2006年,0.91,1.12,1.56,2.84,3.92,2.74,1.50,0.77,0.85,0.62,0.43,0.42,
檳榔(元/ 粒),2006年,70.30,47.69,49.76,46.95,39.23,27.68,24.77,26.15,25.80,21.60,32.46,36.47,
木瓜(元/公斤),2006年,-,-,-,-,-,38.83,36.67,33.28,36.67,25.44,21.33,26.67,
百香果(元/公斤),2006年,42.15,43.20,38.24,32.18,16.28,10.84,9.44,15.85,13.88,9.62,11.43,9.44,
香蕉(內銷)(元/公斤),2006年,22.33,21,21,17.67,16.97,15.57,18.27,16,16.17,10.83,7.33,10.67,
鳳梨(開英)(元/公斤),2006年,-,22.67,17.16,17.39,21.96,20.22,21.86,22.20,24.43,15.67,12.83,12,
鳳梨(17號)(元/公斤),2006年,-,-,-,-,-,45,34.17,30.22,27.67,21.78,32,-,
紅龍果(元/公斤),2006年,34.89,38.39,-,-,-,-,-,-,-,30.28,22.78,22.54,
椪柑(元/公斤),2006年,43.41,39.19,40.52,41.11,-,-,-,-,-,-,-,-,
桶柑(元/公斤),2006年,-,-,-,-,-,-,-,33.33,40.94,40.17,-,-,
文旦(元/公斤),2006年,13.39,13.89,12.84,9.79,-,-,-,-,19.17,12.83,10.03,10.02,
柳橙(元/公斤),2006年,47.28,58.20,65.64,63.29,68.43,33.85,18.73,14.90,17.33,25.69,42.76,39.57,
檸檬(元/公斤),2006年,21.55,24.75,-,-,-,-,-,-,-,-,-,-,
海梨柑(元/公斤),2006年,56.08,64.33,53.45,40.83,-,-,-,-,-,-,-,40,
茂谷柑(元/公斤),2006年,-,-,-,-,-,-,-,-,-,-,-,-,
金柑(元/公斤),2006年,-,-,-,32,36.67,36.67,-,-,-,-,-,-,
李(玉李)(元/公斤),2006年,-,-,-,-,-,-,-,-,-,-,-,-,
李(紅肉)(元/公斤),2006年,-,-,-,-,50,48,-,-,-,-,-,-,
鶯歌桃(元/公斤),2006年,-,-,-,49.17,48.17,-,-,-,-,-,-,-,
甜桃(元/公斤),2006年,-,-,-,-,-,53.33,54.67,65,-,-,-,-,
水蜜桃(元/公斤),2006年,-,-,-,-,-,-,-,-,-,35,25,-,
牛心柿(元/公斤),2006年,-,-,-,-,-,-,-,-,-,85.33,89.45,100,
甜柿(元/公斤),2006年,-,-,-,-,-,-,-,31.33,34.50,27.83,-,-,
紅柿(軟柿)(元/公斤),2006年,-,-,40.50,38.03,36.50,-,-,-,-,-,-,-,
青梅(手採)(元/公斤),2006年,-,-,-,9.15,8.70,-,-,-,-,-,-,-,
青梅(竿採)(元/公斤),2006年,-,-,-,-,-,18.50,18.40,17.93,-,-,-,-,
橫山梨(元/公斤),2006年,-,-,-,-,-,-,-,65,60,51.67,-,-,
新世紀梨(元/公斤),2006年,-,-,-,-,-,44.17,40.89,50,-,-,-,-,
豐水梨(元/公斤),2006年,-,-,-,-,-,-,-,-,-,-,-,-,
幸水梨(元/公斤),2006年,-,-,-,-,-,-,44.47,44.63,43.88,42.67,-,-,
新興梨(元/公斤),2006年,67.30,56.50,-,-,105.83,70.54,49.13,49.23,110,81.11,55.49,60.45,
巨峰葡萄(元/公斤),2006年,57.18,54.66,-,-,-,56.53,64.77,61.43,59.27,-,41.55,38.78,
落花生(帶殼)(元/公斤),2006年,55.27,49.25,50,-,-,-,-,-,-,-,-,55.83,
紅豆(中等)(元/公斤),2006年,73,73.67,75,75,75,79,77.83,72.33,72,73,75,-,
綠豆(省產)(元/公斤),2006年,13.12,10.64,10.76,10.15,9.92,10.95,9.74,12.21,11.44,9.22,8.22,8.15,
甘藷(元/公斤),2006年,-,-,183.33,251.59,218.83,142.08,100,76.67,137.22,182.42,242.07,167.22,
烏龍茶菁(手)(元/公斤),2006年,-,-,-,104.17,75.01,65,51.67,48.33,50.83,57.50,122.22,-,
烏龍茶菁(機)(元/公斤),2006年,-,-,111.33,139.70,129.56,95,60,46.67,86.25,102.84,140.12,105.83,
金萱茶菁(手)(元/公斤),2006年,-,-,28.33,59.69,45.22,38.33,32.44,30.22,32,36.77,60.06,-,
金萱茶菁(機)(元/公斤),2006年,-,-,-,-,-,331.67,311.11,324.95,372.33,350,-,-,
蓮子(脫殼)(元/公斤),2006年,10.02,10.33,9.78,9.56,10.22,10.61,11.45,12,12.44,11.19,10.75,10.31,
紅甘蔗(元/公斤),2006年,153.52,156.43,155.83,155.33,150.44,150.17,154.56,154.33,154.17,153.17,153.83,149.95,
芝麻(黑省產)(元/公斤),2006年,9.02,8.81,8.04,8.19,7.90,8.11,8.19,8.08,6.93,6.04,6.19,6.83,
文心蘭(元/支),2006年,3.11,3.38,2.91,3.42,3.53,3.91,3.40,3.92,4.22,3.94,3.84,3.02,
菊花(大菊)(元/支),2006年,4.60,7.91,2.33,2.55,2.55,4.55,3.83,2.85,3.33,3.39,2.96,3.56,
玫瑰(黛安娜)(元/支),2006年,13.83,12.75,11.81,8.82,8.56,10.02,9.89,10.22,9.44,11.29,10.26,10.78,
火鶴(紅)(元/支),2006年,4.44,1.94,1.80,2.11,2.83,4.61,3.97,2.42,2.28,2.96,2.29,2.46,
非洲菊(元/支),2006年,44.67,44.17,36.33,35,51,60.83,67.50,62.50,46.17,51.33,53.50,56.33,
滿天星(元/ 把),2006年,99.33,85,85,55.33,43.33,42.67,38.33,37.67,36,35,37.67,38,
卡斯比亞(元/把),2006年,4.33,3.73,2.40,2.19,3.89,2.44,2.43,2.95,2.95,3.14,2.56,2.28,
香石竹(康乃馨)大輪(元/支),2006年,-,-,-,-,-,-,-,-,-,-,-,-,
香石竹(康乃馨)中康(元/支),2006年,14.08,10.97,5.75,4.80,5.92,8.22,6.48,6.02,5.65,7.92,8.95,10,
天堂鳥(元/支),2006年,3.50,4.17,3.50,3.17,2.83,3.33,4,4.83,4.50,4.67,4.17,3.17,
夜來香(元/支),2006年,5.29,5.49,4.68,4.75,4.96,5.70,5.10,6.25,5.39,4.90,4.66,5.11,
唐菖蒲(劍蘭)(元/支),2006年,-,-,-,-,-,28.67,29.33,35,42,33.33,26.67,21.67,
葵百合(紅)(元/支),2006年,-,-,-,-,-,-,-,-,-,-,-,-,
姬百合(橙)(元/支),2006年,33,27.92,29,23.78,28.68,31.08,31.78,33.44,40,32.22,24.80,19.87,
香水百合(白)(元/支),2006年,-,-,-,-,-,-,-,-,-,-,-,-,
香水百合(黃)(元/支),2006年,-,-,-,-,-,-,-,-,-,-,-,-,
聖誕紅(元/盆),2005年,5.02,4.48,5,4.50,7.06,9.08,12.17,11.58,14,12.42,8.40,8.23,
蘿蔔(元/公斤),2005年,11.42,7.83,5.69,5.13,5,6.17,6.67,8.50,10.67,13,15.67,15.17,
胡蘿蔔(元/公斤),2005年,-,-,11.13,11.78,-,-,-,-,-,-,-,-,
牛蒡(元/公斤),2005年,19.33,17.67,-,-,38.32,43.06,28.78,25.84,26.34,24.17,12.67,12,
生薑(嫩薑)(元/公斤),2005年,-,-,-,-,-,-,-,-,-,-,-,-,
生薑(老薑粉薑)(元/公斤),2005年,32.66,46.33,30.50,27.33,33.33,25,28,29.33,34.75,35.58,34.67,30.56,
芋頭(元/公斤),2005年,-,90,93.33,100,75.50,77.08,71.63,83.17,80.89,74.50,-,-,
綠竹筍(元/公斤),2005年,-,-,-,26.33,19,19,21,30,35,32.67,-,-,
烏殼;綠竹筍(元/公斤),2005年,60.67,65,55,54,33.78,28.23,26.63,40.33,46.47,45.60,44.83,60.67,
麻竹筍(元/公斤),2005年,-,-,-,34,26,27.50,-,-,-,-,-,-,
桂竹筍(生筍)(元/公斤 ),2005年,-,-,-,-,-,-,-,-,-,-,-,-,
轎篙筍(元/公斤),2005年,-,-,-,45,47.50,50.83,59.17,62.50,64.17,64.17,60,-,
白蘆筍(元/公斤),2005年,48.33,50,50.83,48.07,56.39,53.44,63.33,65.42,68.33,71.67,72.22,-,
綠蘆筍(元/公斤),2005年,-,-,83.33,40.33,39.33,36.33,39.67,46.33,32,41.67,30.33,-,
茭白筍(帶殼)(元/公斤),2005年,9.17,10.67,14.83,10,14.33,16,18.17,22.67,26,15.33,7.89,13.78,
大芥菜(鮮食)(元/公斤),2005年,12.71,11.62,11.58,14.48,15.65,19.33,21.67,23.17,25,24,22.47,17.40,
馬鈴薯(食用)(元/公斤),2005年,21.66,19.36,19.35,16.20,22.52,77.59,149,153.71,184.59,165.08,74.79,61.06,
青蔥(元/公斤),2005年,9.67,8.33,7.73,7.28,6.36,9.35,11.95,13.35,-,-,-,15,
洋蔥(內銷)(元/公斤),2005年,33.61,29.27,40.92,37.34,38.79,-,-,-,-,-,-,55,
青蒜(元/公斤),2005年,30.23,28.91,26.51,25.97,27.13,27.48,33.36,31.25,29.83,30.57,35.84,42.05,
蒜頭(蒜球)(元/公斤),2005年,21.06,22.71,27.79,19.25,16.89,19.61,31.11,46.44,37.11,52.44,25.33,26.44,
韭菜(元/公斤),2005年,65,63,66.67,56,60.67,69.67,97.33,80.67,103.33,120,104.33,101.67,
韭黃(元/公斤),2005年,31.08,26.42,44.47,17.08,23.47,23.57,33.16,27.70,28.73,22.80,17.25,37.42,
蕹菜(空心菜)(元/公斤),2005年,27.51,22.26,32.39,17.93,28.89,49.50,69.17,61.50,57,48.67,26.27,21,
芹菜(土芹菜)(元/公斤),2005年,8.52,8.12,16.22,8.57,11.17,13.21,22.69,25.11,30.58,23.30,11.37,15.05,
甘藍(元/公斤),2005年,20.67,22.67,37.33,20.67,36.67,46,56.50,58.83,55.33,38,28,30.50,
甘藍芽(元/公斤),2005年,14.33,14.47,28.67,11.60,25.93,25.73,37.73,38.67,42.75,25.20,17.33,25.93,
小白菜(元/公斤),2005年,12.13,12.95,26.64,10.67,26.08,23.33,29.17,35.11,41.25,22.75,12.17,20.72,
青江白菜(元/公斤),2005年,9.77,6.78,14.60,9.14,10.92,16.38,20.68,24.08,26.52,22.41,7.77,16.67,
結球白菜(元/ 公斤),2005年,16.67,16.03,28.07,15.78,-,-,51.67,34,50,41.42,19.22,25.07,
菠菜(元/公斤),2005年,9.33,18,34.33,10.33,20.33,26,29,30,30,20.33,16,18,
芥藍(元/公斤),2005年,38.67,-,40,27.33,28.45,25.11,34.89,32.50,33.67,25.55,16.22,29.33,
莧菜(元/公斤),2005年,16.11,14.50,30.33,13.33,27.17,30.11,29.56,38.89,48.44,31.67,14.78,26.11,
本島萵苣(元/公斤),2005年,17.13,7.65,18,8.89,19.44,24.89,29.89,37.45,38.22,32.67,11.83,18.13,
萵苣(油麥菜)(元/公斤),2005年,31.47,19.23,32.17,-,-,-,-,-,-,36.33,27,33.22,
茼萵(元/公斤),2005年,14.02,11.75,21.56,16.71,24.38,31.44,36.78,47.78,57.78,55.38,23.37,22.38,
花椰菜(白)(元/公斤),2005年,14.16,9.96,13.28,9.80,25.78,-,-,-,-,39.98,20.77,23.36,
青花苔(元/公斤),2005年,348,359,357.33,357.33,357.33,357.33,357.33,357.33,343.70,346.67,346.67,346.67,
金針菜  (乾)(元/公斤),2005年,16.41,15.40,20.37,13.17,12.30,16.98,22.37,44.15,29.88,18.49,7.97,14.38,
胡瓜(黑刺)(元/公斤),2005年,27.42,28.01,33.98,22.12,19.90,34.44,53.58,76.17,38.42,29.08,17.62,26.72,
花胡瓜(元/公斤),2005年,4.17,3.17,10.50,12.94,8.61,8.89,17.67,20.33,23.83,21,13,8,
冬瓜(元/公斤),2005年,45.89,39.50,55.07,44.56,30.22,32.29,42.48,70.31,77.20,56.13,29.48,30.41,
苦瓜(元/公斤),2005年,28,33.33,43.33,33.33,21.83,46,33.33,45.33,35.44,25.89,-,28.75,
絲瓜(菱角)(元/公斤),2005年,18.62,14.53,22.53,16.65,19.52,24,23.77,50.27,36.33,24.75,13.35,18.67,
絲瓜(元/公斤),2005年,12.67,10.90,19.12,17.75,12.93,15.60,19.92,30,31.94,20.78,8.08,9.11,
扁蒲(元/公斤),2005年,22.92,14.36,22.58,21.42,20.03,25.07,37.47,66.27,59.33,51.46,24.53,19.75,
茄子(元/公斤),2005年,11.46,11.07,18.54,17.87,22.36,37.97,50.96,46.89,42.95,46.88,39.10,31.68,
番茄(黑柿)(元/公斤),2005年,-,-,-,-,-,-,-,-,-,-,-,-,
小蕃茄(聖女)(元/公斤),2005年,13.51,11.02,20.83,22.17,14.27,38.02,49.23,48.79,59.51,52.13,39.31,28.69,
甜椒(青椒)(元/公斤),2005年,-,-,17.67,14.67,13.87,12.99,17.40,-,-,-,15.50,9,
西瓜(大粒)(元/公斤),2005年,-,-,20,14.78,10.97,13.28,23.08,22.84,17.67,26.67,19.33,11.25,
西瓜(小粒)(元/公斤),2005年,-,-,-,-,12.48,12,-,-,-,-,-,-,
西瓜(無子)(元/公斤),2005年,23.36,26.67,28.58,31.81,25.89,19.17,38.88,37.73,34,28.11,25.56,24.17,
洋香瓜(元/ 公斤),2005年,-,-,31,40,35.20,23.44,33.40,29.22,27.70,38.45,32.33,-,
香瓜(美濃瓜)(元/公斤),2005年,41.47,36.22,47.89,47.64,42.92,44.77,60.03,94.69,90.44,63.95,43.88,51,
敏豆(四季豆)(元/公斤),2005年,35.67,39.50,40.06,28.78,21.44,29.28,36.22,71.92,60.58,37,27.67,37.72,
豇豆(元/公斤),2005年,40,43.27,65.08,41.78,44.83,-,-,-,-,-,71.45,75.87,
豌豆(元/公斤),2005年,33.33,38.17,44.33,39.33,51.33,-,-,-,-,-,61.50,64.33,
甜豌豆(元/公斤),2005年,14.80,14.03,14.20,14.20,13.78,13.90,14.70,14.20,14.09,14.12,14.20,13.78,
毛豆(帶莢)(元/公斤),2005年,30.50,26.75,19.67,36.17,55,78.83,143.33,93.33,50,123.33,77,74.45,
辣椒(元/公斤),2005年,13.48,7.74,11.50,9.87,11.31,11.80,22.77,24.70,31.25,25.61,14.22,13.96,
甜玉米(鮮食)(元/公斤),2005年,86.83,82.67,-,-,-,-,-,52.50,50,-,-,101.17,
蓮藕(元/公斤),2005年,115.67,111.08,93.33,66.42,-,-,-,-,-,-,95,115.56,
草莓(元/公斤),2005年,65.11,71.11,74.11,105.67,105,103.33,102,96,102,99.67,96.17,85.33,
洋菇(元/公斤),2005年,575,597.50,584.17,563.61,560,560.83,561.67,565.83,568.33,558.33,573.33,574.17,
香菇(太空包)乾(元/公斤),2005年,51,54,51.56,50,48.45,50,49.55,50.22,51.22,52.33,52.33,52.56,
香菇(太空包)鮮(元/公斤),2005年,35,34.67,35.33,35.17,33.67,32.50,32,32.33,27.83,27.30,26.83,26.17,
木耳(黑色溼)(元/公斤),2005年,56.33,58.33,57.67,57.33,49.33,49.67,48.67,49,46.67,48.50,48.67,47.33,
鮑魚菇(元/公斤),2005年,-,-,-,-,-,-,-,-,-,-,-,-,
杏鮑菇(元/公斤),2005年,13.97,12.77,14.75,17.22,-,-,-,-,26.25,20.91,17.15,15.85,
葡萄柚(元/公斤),2005年,-,-,39.75,32.89,38.40,32.47,42.65,-,-,-,-,-,
芒果(在來)(元/公斤),2005年,-,-,-,74.17,70.25,55.38,64.72,85.44,-,-,-,-,
芒果(愛文)(元/公斤),2005年,-,-,-,-,43.83,35.99,50.15,57.33,-,-,-,-,
芒果(金煌)(元/公斤),2005年,7,10.33,21.33,12,10.33,18.33,24.67,15.67,26.67,46.67,42.67,28.67,
番石榴(泰國)(元/公斤),2005年,4.67,5,17.67,14.33,-,-,-,-,-,-,-,-,
番石榴(世紀)(元/公斤),2005年,9.79,12.12,20.82,16.75,10.83,18.35,24.02,18.91,31.57,48.30,47.33,38.33,
番石榴(珍珠)(元/公斤),2005年,52.42,51.19,46.19,44.98,43.50,-,-,-,-,-,71.25,68.33,
蓮霧(元/公斤),2005年,-,113.33,119.25,111.50,-,-,-,-,-,-,-,-,
枇杷(元/公斤),2005年,-,-,-,-,40,32.94,32.26,-,-,-,-,-,
荔枝(黑葉)(元/公斤),2005年,-,-,-,-,185,114.96,-,-,-,-,-,-,
荔枝(玉荷)(元/公斤),2005年,-,-,-,-,-,-,55.84,32.66,22.64,-,-,-,
龍眼(大粒)(元/公斤),2005年,44.27,50.43,49.14,-,-,-,-,-,-,-,42.50,69.72,
棗子(元/公斤),2005年,50,55.83,55,-,-,-,40,48.33,52.44,46.67,44.67,48.67,
番荔枝(元/公斤),2005年,17.72,13.89,19.47,30.33,-,18,30.50,42.67,42.56,41.63,33.78,33.28,
楊桃(馬來種)(元/公斤),2005年,-,-,-,-,-,75.67,48.09,44.33,55.33,58.33,78.33,97.67,
